,model,mean_train_precision,mean_train_recall,mean_train_f1,mean_train_accuracy,mean_test_precision,mean_test_recall,mean_test_f1,mean_test_accuracy,normalizer,foldingStrat
6,LinearSVC,0.0,0.0,0.0,0.7680262239387903,0.0,0.0,0.0,0.7680265428002655,MinMaxScaler,BalancedKFold
0,LogisticRegression,0.0,0.0,0.0,0.7825466852701044,0.0,0.0,0.0,0.7825437822223115,Normalizer,KFold
1,SGDClassifier,0.15640927512639227,0.4214290265577912,0.19128696423707825,0.5440474325726028,0.13448891158726847,0.4329318439520701,0.19138438140841635,0.5369034484142109,Normalizer,KFold
2,RidgeClassifier,0.0,0.0,0.0,0.7825466852701044,0.0,0.0,0.0,0.7825437822223115,Normalizer,KFold
3,RandomForestClassifier,0.8700787602212937,0.977587210986487,0.9206966343745753,0.9633795018928917,0.3009431266240729,0.07881962725804845,0.12410035608012196,0.7597431743866476,Normalizer,KFold
4,KNeighborsClassifier,0.5791964974814994,0.1914697743456316,0.2873642941541331,0.793862011372525,0.21843283698962973,0.07906687166994124,0.11518764938077934,0.7378854139501294,Normalizer,KFold
5,MLPClassifier,0.6750727050727051,0.008331708552554256,0.016399617671922283,0.7832857872918997,0.09,0.0022843822843822844,0.004434859544348596,0.7808017713494755,Normalizer,KFold
6,LinearSVC,0.0,0.0,0.0,0.7825466852701044,0.0,0.0,0.0,0.7825437822223115,Normalizer,KFold
0,LogisticRegression,0.0,0.0,0.0,0.782546725529242,0.0,0.0,0.0,0.7825470420670424,Normalizer,StratifiedKFold
1,SGDClassifier,0.18584662839964075,0.2527618149181766,0.15440897202160103,0.660726248208236,0.1960864574756513,0.24442505024859842,0.1482445358496475,0.6567253104375212,Normalizer,StratifiedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.782546725529242,0.0,0.0,0.0,0.7825470420670424,Normalizer,StratifiedKFold
3,RandomForestClassifier,0.8672309312454727,0.9793635601325942,0.9198874719656727,0.9629043232925186,0.3104490507483752,0.08594626044641913,0.13434590891345333,0.7597389115127685,Normalizer,StratifiedKFold
4,KNeighborsClassifier,0.5838701169089546,0.18831381103992245,0.2846074000881773,0.7942842739818883,0.21903415848941338,0.0706548185761134,0.10625213209769184,0.7416811270035508,Normalizer,StratifiedKFold
5,MLPClassifier,0.5785577632306842,0.0070406037498526005,0.013862139106586494,0.7831978365606606,0.475,0.005834126732254311,0.01147056558532743,0.7828639992778189,Normalizer,StratifiedKFold
6,LinearSVC,0.0,0.0,0.0,0.782546725529242,0.0,0.0,0.0,0.7825470420670424,Normalizer,StratifiedKFold
0,LogisticRegression,0.0,0.0,0.0,0.7680262239387903,0.0,0.0,0.0,0.7680265428002655,Normalizer,BalancedKFold
1,SGDClassifier,0.10135528088144821,0.23515188765940334,0.13523756953629845,0.6586953154979641,0.10325777383114339,0.2446918767507003,0.13739953896640972,0.6526078301260783,Normalizer,BalancedKFold
2,RidgeClassifier,0.0,0.0,0.0,0.7680262239387903,0.0,0.0,0.0,0.7680265428002655,Normalizer,BalancedKFold
3,RandomForestClassifier,0.9740762684135069,0.890242754132332,0.9302490532433076,0.969045949191855,0.34349517441622707,0.05976414047041021,0.10091372978755156,0.7549223623092237,Normalizer,BalancedKFold
4,KNeighborsClassifier,0.6066452107848755,0.22595523384344207,0.32905013119999604,0.7863159412944198,0.22664378133943347,0.08350879880995261,0.12138839718249325,0.7196124751161248,Normalizer,BalancedKFold
5,MLPClassifier,0.6270710656763725,0.05215846763346825,0.09612622977987512,0.7729627923393567,0.459069264069264,0.039483334262483995,0.07162801227941282,0.7658513603185136,Normalizer,BalancedKFold
6,LinearSVC,0.0,0.0,0.0,0.7680262239387903,0.0,0.0,0.0,0.7680265428002655,Normalizer,BalancedKFold
0,LogisticRegression,1.0,0.0013762622221492296,0.002748465280117933,0.7828458447274433,0.2,0.001526806526806527,0.0030304769557481493,0.7828604886758009,StandardScaler,KFold
1,SGDClassifier,0.2734190655615623,0.011308685880347977,0.021278622546473048,0.7783583816396531,0.29614845938375345,0.012666567869216378,0.023789054482859947,0.7781098918734578,StandardScaler,KFold
2,RidgeClassifier,0.9,0.0007289125506264605,0.0014566451947565068,0.7827050616203262,0.0,0.0,0.0,0.7825437822223115,StandardScaler,KFold
3,RandomForestClassifier,0.8701359279177169,0.9775011667600632,0.9206900492375345,0.9633794987960351,0.3038206159869858,0.08138354557661236,0.12749769694428986,0.758792804268892,StandardScaler,KFold
4,KNeighborsClassifier,0.6448655822742192,0.20916065990744132,0.31578271918355333,0.8029423173890425,0.2606316894685884,0.08362838274429744,0.125891731573832,0.7492868462757528,StandardScaler,KFold
5,MLPClassifier,0.8023743390480519,0.052798633213898105,0.09892087228605938,0.7910990887003565,0.34178571428571425,0.020214451232804676,0.038009330925352594,0.7798508997171458,StandardScaler,KFold
6,LinearSVC,0.0,0.0,0.0,0.7825466852701044,0.0,0.0,0.0,0.7825437822223115,StandardScaler,KFold
0,LogisticRegression,1.0,0.0012948259371355947,0.002585989818261516,0.782828285549763,0.1,0.0007246376811594203,0.0014388489208633092,0.7827052699151438,StandardScaler,StratifiedKFold
1,SGDClassifier,0.24228567635913084,0.021525883416532367,0.03802765658875121,0.7749267299181074,0.28117167919799496,0.016010790225325294,0.028710714244762285,0.773999227667556,StandardScaler,StratifiedKFold
2,RidgeClassifier,0.9,0.0007283518729609685,0.0014555258180219918,0.7827051049763205,0.0,0.0,0.0,0.7825470420670424,StandardScaler,StratifiedKFold
3,RandomForestClassifier,0.8673972136229782,0.9792016823238081,0.9199096254278366,0.9629219196324799,0.297766977328132,0.08231249338834233,0.1284905553804874,0.7570452767357418,StandardScaler,StratifiedKFold
4,KNeighborsClassifier,0.6476531754727686,0.2082219645454188,0.31510498170515044,0.8031711255519605,0.26245436548902534,0.08011742304030467,0.12244138525391801,0.7507131537242472,StandardScaler,StratifiedKFold
5,MLPClassifier,0.8069883681702221,0.064254680764645,0.11882179769050408,0.7930348409389347,0.30287730243612593,0.019655135935681793,0.0364081942451724,0.7751058195751169,StandardScaler,StratifiedKFold
6,LinearSVC,0.0,0.0,0.0,0.782546725529242,0.0,0.0,0.0,0.7825470420670424,StandardScaler,StratifiedKFold
0,LogisticRegression,0.6477380952380952,0.006246545001928047,0.012338201306206635,0.7686736532122131,0.1,0.001639344262295082,0.0032258064516129032,0.7672979429329795,StandardScaler,BalancedKFold
1,SGDClassifier,0.3595768760495651,0.06309153739589801,0.09216999375266788,0.7556448982959614,0.26918238993710686,0.06466979578856774,0.09003203945754328,0.7530922362309225,StandardScaler,BalancedKFold
2,RidgeClassifier,0.575,0.002246037825838096,0.004470713241774049,0.7685117590588038,0.0,0.0,0.0,0.7680265428002655,StandardScaler,BalancedKFold
3,RandomForestClassifier,0.9744623497557152,0.8898805014226856,0.930222157746498,0.9690459328207203,0.3945237360678537,0.07061082649670755,0.11744652644144757,0.758566688785667,StandardScaler,BalancedKFold
4,KNeighborsClassifier,0.6497176508506153,0.23950416867239385,0.349882855631769,0.793517587182842,0.255702199844747,0.0963520769691538,0.13780653586372027,0.7265069674850697,StandardScaler,BalancedKFold
5,MLPClassifier,0.7890588854858749,0.10291608692659482,0.18192336405175588,0.7854253515537517,0.49043650793650795,0.06253997400685125,0.11006359825610335,0.7662110152621102,StandardScaler,BalancedKFold
6,LinearSVC,0.0,0.0,0.0,0.7680262239387903,0.0,0.0,0.0,0.7680265428002655,StandardScaler,BalancedKFold
0,LogisticRegression,0.5126617826617826,0.0061601781676658505,0.01214754651178461,0.7825290858332865,0.2866666666666667,0.004517437559518214,0.008862054800574056,0.7822270757688219,RobustScaler,KFold
1,SGDClassifier,0.2245191931605323,0.2119937534252761,0.21515564818170202,0.6674408560752556,0.22082892367970622,0.21480748290344934,0.2146238851404927,0.6637570462797648,RobustScaler,KFold
2,RidgeClassifier,0.9,0.0007289125506264605,0.0014566451947565068,0.7827050616203262,0.1,0.0007692307692307692,0.0015267175572519086,0.7825435314650244,RobustScaler,KFold
3,RandomForestClassifier,0.8700698454245801,0.9775027770583569,0.9206544299807391,0.9633619024560737,0.3110798559775743,0.08214112133418812,0.12908164074883788,0.7597436759012217,RobustScaler,KFold
4,KNeighborsClassifier,0.6241109121381229,0.20710752826838452,0.3108080311798114,0.8003732176892704,0.24796083571211253,0.07656340352788472,0.11658827161952219,0.7475480952476479,RobustScaler,KFold
5,MLPClassifier,0.6834907794477139,0.14350967116939156,0.23669073684365607,0.7993347796893022,0.3002930114563814,0.060855415278021144,0.10067649296533113,0.7648047102248792,RobustScaler,KFold
6,LinearSVC,0.22518110062505828,0.06047306470626995,0.08668003793691816,0.7481596216582516,0.21492333982093648,0.05995982218697697,0.08245049882622241,0.742806776464924,RobustScaler,KFold
0,LogisticRegression,0.521906236178682,0.006393354558914088,0.012613177631283062,0.7825643249660601,0.36666666666666664,0.006553475087273881,0.012837751122230623,0.7822305863708399,RobustScaler,StratifiedKFold
1,SGDClassifier,0.23207652429806874,0.3032089933571793,0.21829987152096358,0.6226748536410024,0.25879391338213376,0.3133238125462816,0.22616632555590002,0.6249470902124415,RobustScaler,StratifiedKFold
2,RidgeClassifier,0.75,0.0007283518729609685,0.001455133598552308,0.7826523097627232,0.1,0.00072992700729927,0.0014492753623188404,0.7825470420670424,RobustScaler,StratifiedKFold
3,RandomForestClassifier,0.8671713854085292,0.9793634946215427,0.9198526133515996,0.9628867269525573,0.30344328208116783,0.08377234740294087,0.13080994400251894,0.7576784388854341,RobustScaler,StratifiedKFold
4,KNeighborsClassifier,0.987618554944669,0.8965768510147661,0.9398920419123107,0.9750642427445138,0.22280546685203095,0.07354807997461124,0.11045832543023915,0.7416831330618467,RobustScaler,StratifiedKFold
5,MLPClassifier,0.6610259125184077,0.05956101044246165,0.10846276500289695,0.7887762603386239,0.2817798455414554,0.024769914312916533,0.045204722184080115,0.7736780075829003,RobustScaler,StratifiedKFold
6,LinearSVC,0.22854945311946556,0.04523511916460307,0.07342581025160717,0.7588078693359342,0.25076240749415624,0.05468105363376705,0.08775599678622062,0.7610049850548657,RobustScaler,StratifiedKFold
0,LogisticRegression,0.5216883116883115,0.012885613356702286,0.025073131641588736,0.7681881017210647,0.45,0.010314702365402547,0.019982989377401665,0.7676629064366292,RobustScaler,BalancedKFold
1,SGDClassifier,0.2534488881071427,0.278912483668352,0.25773840344911186,0.6389532165351082,0.25698319626114097,0.3008520456873129,0.270348603549795,0.6420132714001328,RobustScaler,BalancedKFold
2,RidgeClassifier,0.2833333333333333,0.001029920542459915,0.0020510918234357563,0.7681476159043612,0.0,0.0,0.0,0.7676629064366292,RobustScaler,BalancedKFold
3,RandomForestClassifier,0.9742915222914542,0.8900499929481093,0.9302340492435371,0.9690459328207203,0.40040831717302305,0.0721492880351691,0.1198440460204857,0.7589316522893166,RobustScaler,BalancedKFold
4,KNeighborsClassifier,0.9819453127935894,0.8825801137541174,0.929602927083652,0.9690054797462866,0.20185532840040513,0.07548277149160337,0.10841754447013822,0.7152196416721965,RobustScaler,BalancedKFold
5,MLPClassifier,0.7678188083100197,0.06620309742361626,0.12143794135813293,0.7785466754154011,0.45928571428571424,0.03671034461405221,0.06748912615587774,0.7654837425348375,RobustScaler,BalancedKFold
6,LinearSVC,0.24321647730988846,0.042899829458751676,0.06871833874626557,0.7469429852306169,0.16855424181082077,0.029658020339860924,0.048802689756648344,0.7432873258128733,RobustScaler,BalancedKFold
