,labeller,modelAppr,scalingAppr,selectionAppr,precision,recall,f1
197,KMeans_undersampling_4_bestScoreByClosestToMedian,MLPC,SS,FT,0.3026421136909528,0.8271334792122538,0.4431418522860493
198,KMedoids_undersampling_4_highestScoreIndex,RFC,FT,FT,0.34933774834437087,0.9234135667396062,0.5069069069069069
199,KMedoids_undersampling_4_highestScoreIndex,RFC,MMS,FT,0.3696369636963696,0.9803063457330415,0.5368484122228879
200,KMedoids_undersampling_4_highestScoreIndex,RFC,SS,FT,0.2960062646828504,0.8271334792122538,0.4359861591695501
201,KMedoids_undersampling_4_highestScoreIndex,LSVC,FT,FT,0.5301204819277109,0.5776805251641138,0.5528795811518326
202,KMedoids_undersampling_4_highestScoreIndex,LSVC,MMS,FT,0.3782866836301951,0.975929978118162,0.5452322738386308
203,KMedoids_undersampling_4_highestScoreIndex,LSVC,SS,FT,0.29690869877785764,0.9037199124726477,0.4469696969696969
204,KMedoids_undersampling_4_highestScoreIndex,MLPC,FT,FT,0.40078973346495556,0.888402625820569,0.5523809523809523
205,KMedoids_undersampling_4_highestScoreIndex,MLPC,MMS,FT,0.37343358395989973,0.9781181619256017,0.5405078597339782
206,KMedoids_undersampling_4_highestScoreIndex,MLPC,SS,FT,0.30434782608695654,0.8424507658643327,0.44715447154471544
207,KMedoids_undersampling_4_lowestScoreIndex,RFC,FT,FT,0.34735973597359737,0.9212253829321663,0.5044937088076692
208,KMedoids_undersampling_4_lowestScoreIndex,RFC,MMS,FT,0.3705541770057899,0.9803063457330415,0.5378151260504201
209,KMedoids_undersampling_4_lowestScoreIndex,RFC,SS,FT,0.29827315541601257,0.8315098468271335,0.43905257076834203
210,KMedoids_undersampling_4_lowestScoreIndex,LSVC,FT,FT,0.36003303055326175,0.9540481400437637,0.5227817745803357
211,KMedoids_undersampling_4_lowestScoreIndex,LSVC,MMS,FT,0.3782866836301951,0.975929978118162,0.5452322738386308
212,KMedoids_undersampling_4_lowestScoreIndex,LSVC,SS,FT,0.29690869877785764,0.9037199124726477,0.4469696969696969
213,KMedoids_undersampling_4_lowestScoreIndex,MLPC,FT,FT,0.41158221302998965,0.8708971553610503,0.5589887640449439
214,KMedoids_undersampling_4_lowestScoreIndex,MLPC,MMS,FT,0.37531486146095716,0.9781181619256017,0.5424757281553398
215,KMedoids_undersampling_4_lowestScoreIndex,MLPC,SS,FT,0.3033175355450237,0.8402625820568927,0.44573418456181085
216,KMedoids_undersampling_4_bestScoreByClosestToMean,RFC,FT,FT,0.3504556752278376,0.925601750547046,0.5084134615384615
217,KMedoids_undersampling_4_bestScoreByClosestToMean,RFC,MMS,FT,0.3696369636963696,0.9803063457330415,0.5368484122228879
218,KMedoids_undersampling_4_bestScoreByClosestToMean,RFC,SS,FT,0.2947615324472244,0.824945295404814,0.4343317972350231
219,KMedoids_undersampling_4_bestScoreByClosestToMean,LSVC,FT,FT,0.4654498044328553,0.7811816192560175,0.5833333333333333
220,KMedoids_undersampling_4_bestScoreByClosestToMean,LSVC,MMS,FT,0.3782866836301951,0.975929978118162,0.5452322738386308
221,KMedoids_undersampling_4_bestScoreByClosestToMean,LSVC,SS,FT,0.29690869877785764,0.9037199124726477,0.4469696969696969
